arrival_time,route_short_name,route_long_name,headsign,service_days
14:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:02:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:58:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:25:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:05:24,172,U. of Chicago/Kenwood,,Sat
08:35:24,172,U. of Chicago/Kenwood,,Sat
07:44:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:05:24,172,U. of Chicago/Kenwood,,Sat
07:32:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:25:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:35:24,172,U. of Chicago/Kenwood,,Sat
12:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:05:24,172,U. of Chicago/Kenwood,,Sun
07:53:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
15:05:24,172,U. of Chicago/Kenwood,,Sat
08:38:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
11:35:24,172,U. of Chicago/Kenwood,,Sat
08:05:24,172,U. of Chicago/Kenwood,,Sun
09:02:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
15:35:24,172,U. of Chicago/Kenwood,,Sat
08:11:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:15:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:05:24,172,U. of Chicago/Kenwood,,Sat
11:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
14:35:24,172,U. of Chicago/Kenwood,,Sun
19:21:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:35:24,172,U. of Chicago/Kenwood,,Sat
10:21:22,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
15:05:24,172,U. of Chicago/Kenwood,,Sun
18:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
18:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
18:05:24,172,U. of Chicago/Kenwood,,Sun
09:37:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
10:21:22,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:35:24,172,U. of Chicago/Kenwood,,Sun
10:39:22,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:05:24,172,U. of Chicago/Kenwood,,Sat
13:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:05:24,172,U. of Chicago/Kenwood,,Sat
15:35:24,172,U. of Chicago/Kenwood,,Sun
08:44:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:07:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:44:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
15:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:05:24,172,U. of Chicago/Kenwood,,Sun
09:50:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:35:24,172,U. of Chicago/Kenwood,,Sun
10:35:24,172,U. of Chicago/Kenwood,,Sat
09:58:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:31:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:25:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
10:05:24,172,U. of Chicago/Kenwood,,Sat
10:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
14:05:24,172,U. of Chicago/Kenwood,,Sun
08:05:24,172,U. of Chicago/Kenwood,,Sat
15:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:56:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
06:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
16:35:24,172,U. of Chicago/Kenwood,,Sat
18:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:35:24,172,U. of Chicago/Kenwood,,Sat
18:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
15:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:05:24,172,U. of Chicago/Kenwood,,Sun
14:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:05:24,172,U. of Chicago/Kenwood,,Sat
18:05:24,172,U. of Chicago/Kenwood,,Sat
07:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
16:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:05:24,172,U. of Chicago/Kenwood,,Sun
09:15:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:56:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
07:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
10:04:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:35:24,172,U. of Chicago/Kenwood,,Sun
18:05:24,172,U. of Chicago/Kenwood,,Sat
16:48:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
14:35:24,172,U. of Chicago/Kenwood,,Sat
08:32:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:50:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
11:05:24,172,U. of Chicago/Kenwood,,Sat
09:11:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:43:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
14:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
10:05:24,172,U. of Chicago/Kenwood,,Sun
09:43:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:35:24,172,U. of Chicago/Kenwood,,Sat
13:05:24,172,U. of Chicago/Kenwood,,Sun
09:31:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:02:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
10:05:24,172,U. of Chicago/Kenwood,,Sat
15:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:05:24,172,U. of Chicago/Kenwood,,Sat
08:32:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
14:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:05:24,172,U. of Chicago/Kenwood,,Sun
16:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:35:24,172,U. of Chicago/Kenwood,,Sun
13:35:24,172,U. of Chicago/Kenwood,,Sat
16:05:24,172,U. of Chicago/Kenwood,,Sat
11:05:24,172,U. of Chicago/Kenwood,,Sun
15:33:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
16:05:24,172,U. of Chicago/Kenwood,,Sun
13:35:24,172,U. of Chicago/Kenwood,,Sun
17:35:24,172,U. of Chicago/Kenwood,,Sun
12:05:24,172,U. of Chicago/Kenwood,,Sun
15:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
13:35:24,172,U. of Chicago/Kenwood,,Sun
15:05:24,172,U. of Chicago/Kenwood,,Sat
15:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
16:05:24,172,U. of Chicago/Kenwood,,Sun
12:35:24,172,U. of Chicago/Kenwood,,Sat
11:18:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
17:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
08:11:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
09:20:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
12:03:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
07:32:52,172,U. of Chicago/Kenwood,,Mon,Tue,Wed,Thu,Fri
